Амбазонія,https://uk.wikipedia.org/wiki/%D0%90%D0%BC%D0%B1%D0%B0%D0%B7%D0%BE%D0%BD%D1%96%D1%8F,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Суверенні території,https://uk.wikipedia.org/wiki/%D0%A1%D1%83%D0%B2%D0%B5%D1%80%D0%B5%D0%BD%D0%BD%D1%96_%D1%82%D0%B5%D1%80%D0%B8%D1%82%D0%BE%D1%80%D1%96%D1%97_%D0%86%D1%81%D0%BF%D0%B0%D0%BD%D1%96%D1%97,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Гвіана,https://uk.wikipedia.org/wiki/%D0%A4%D1%80%D0%B0%D0%BD%D1%86%D1%83%D0%B7%D1%8C%D0%BA%D0%B0_%D0%93%D0%B2%D1%96%D0%B0%D0%BD%D0%B0,Каєнна,Французька,Невідомо,Євро ( Класифікація валют (ISO 4217) ),+594,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/250px-Flag_of_France.svg.png
Реюньйон,https://uk.wikipedia.org/wiki/%D0%A0%D0%B5%D1%8E%D0%BD%D1%8C%D0%B9%D0%BE%D0%BD,Сен-Дені,Французька,Невідомо,Невідомо,Невідомо,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/250px-Flag_of_France.svg.png
Гваделупа,https://uk.wikipedia.org/wiki/%D0%93%D0%B2%D0%B0%D0%B4%D0%B5%D0%BB%D1%83%D0%BF%D0%B0,Бас-Тер,,Невідомо,Євро ( EUR ),Невідомо,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/250px-Flag_of_France.svg.png
Абхазія,https://uk.wikipedia.org/wiki/%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D1%96%D0%BA%D0%B0_%D0%90%D0%B1%D1%85%D0%B0%D0%B7%D1%96%D1%8F,Сухумі  40°00′ пн. ш. 41°01′ сх. д. country H  G  O,"абхазька , російська [ 1 ]",Невідомо,"російський рубль , апсар ( RUB )",+7 840 та 7 940,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Flag_of_the_Republic_of_Abkhazia.svg/125px-Flag_of_the_Republic_of_Abkhazia.svg.png
Мадейра,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B4%D0%B5%D0%B9%D1%80%D0%B0,Фуншал,португальська,Невідомо,Євро (€) ( EUR ),+351-291-ххх-ххх,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Flag_of_Madeira.svg/125px-Flag_of_Madeira.svg.png
Азорські Острови,https://uk.wikipedia.org/wiki/%D0%90%D0%B7%D0%BE%D1%80%D1%81%D1%8C%D0%BA%D1%96_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8,Понта-Делгада,португальська,Невідомо,Євро (€) ( EUR ),+351,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Flag_of_the_Azores.svg/125px-Flag_of_the_Azores.svg.png
Мартиніка,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D1%96%D0%BA%D0%B0,Фор-де-Франс,,Невідомо,Євро ( EUR ),Невідомо,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Flag-of-Martinique.svg/125px-Flag-of-Martinique.svg.png
Сінт-Естатіус,https://uk.wikipedia.org/wiki/%D0%A1%D1%96%D0%BD%D1%82-%D0%95%D1%81%D1%82%D0%B0%D1%82%D1%96%D1%83%D1%81,Ораньєстад,"нідерландська , англійська",Невідомо,Американський долар ( USD ),+599,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Flag_of_Sint_Eustatius.svg/125px-Flag_of_Sint_Eustatius.svg.png
Майотта,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%B9%D0%BE%D1%82%D1%82%D0%B0,Мамудзу,Французька мова,Невідомо,Євро ( EUR ),+262,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Flag_of_Mayotte_%28local%29.svg/125px-Flag_of_Mayotte_%28local%29.svg.png
Північний Кіпр,https://uk.wikipedia.org/wiki/%D0%A2%D1%83%D1%80%D0%B5%D1%86%D1%8C%D0%BA%D0%B0_%D0%A0%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D1%96%D0%BA%D0%B0_%D0%9F%D1%96%D0%B2%D0%BD%D1%96%D1%87%D0%BD%D0%BE%D0%B3%D0%BE_%D0%9A%D1%96%D0%BF%D1%80%D1%83,Північна Нікосія  35°08′ пн. ш. 33°28′ сх. д. country H  G  O,турецька,Невідомо,турецька ліра ( TRY ),+ 90 (+90-392 для ТРПК ),https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Flag_of_the_Turkish_Republic_of_Northern_Cyprus.svg/250px-Flag_of_the_Turkish_Republic_of_Northern_Cyprus.svg.png
Кліппертон,https://uk.wikipedia.org/wiki/%D0%9A%D0%BB%D1%96%D0%BF%D0%BF%D0%B5%D1%80%D1%82%D0%BE%D0%BD,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Сеута,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D1%83%D1%82%D0%B0,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Ceuta_desde_el_mirador_de_Isabel_II.jpg/250px-Ceuta_desde_el_mirador_de_Isabel_II.jpg
Саба,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B1%D0%B0_(%D0%BE%D1%81%D1%82%D1%80%D1%96%D0%B2),Боттом,"нідерландська , пап'яменто , англійська [ 1 ]",Невідомо,Американський долар ( USD ),+599,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Flag_of_Saba.svg/125px-Flag_of_Saba.svg.png
Мелілья,https://uk.wikipedia.org/wiki/%D0%9C%D0%B5%D0%BB%D1%96%D0%BB%D1%8C%D1%8F,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Melilla_faro.jpg/250px-Melilla_faro.jpg
Бонайре,https://uk.wikipedia.org/wiki/%D0%91%D0%BE%D0%BD%D0%B0%D0%B9%D1%80%D0%B5,Кралендейк,"Нідерландська , пап'яменто",Невідомо,Долар США ( USD ),+599,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Flag_of_Bonaire.svg/125px-Flag_of_Bonaire.svg.png
Гонконг,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D0%BD%D0%BA%D0%BE%D0%BD%D0%B3,22°16′ пн. ш. 114°09′ сх. д.,кантонська мова китайська мова англійська мова [ note 2 ],Невідомо,гонконзький долар ( HKD ),+ 852,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Flag_of_Hong_Kong.svg/125px-Flag_of_Hong_Kong.svg.png
Макао,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BA%D0%B0%D0%BE,Відсутня [ b ],"Китайська , [ 1 ]  португальська",Невідомо,Аоминська патака ( MOP ),+853,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Flag_of_Macau.svg/250px-Flag_of_Macau.svg.png
Нова Каледонія,https://uk.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D0%B0_%D0%9A%D0%B0%D0%BB%D0%B5%D0%B4%D0%BE%D0%BD%D1%96%D1%8F,Нумеа,французька,Невідомо,Французький тихоокеанський франк ( XPF ),+687,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Flag_of_France.svg/250px-Flag_of_France.svg.png
Сен-Бартельмі,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BD-%D0%91%D0%B0%D1%80%D1%82%D0%B5%D0%BB%D1%8C%D0%BC%D1%96,Густавія,Французька,Невідомо,Євро ( EUR ),Невідомо,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Saint_Barth%C3%A9lemy_%28local%29.svg/125px-Flag_of_Saint_Barth%C3%A9lemy_%28local%29.svg.png
Французька Полінезія,https://uk.wikipedia.org/wiki/%D0%A4%D1%80%D0%B0%D0%BD%D1%86%D1%83%D0%B7%D1%8C%D0%BA%D0%B0_%D0%9F%D0%BE%D0%BB%D1%96%D0%BD%D0%B5%D0%B7%D1%96%D1%8F,Папеете,"Французька , таїтянська",Невідомо,Французький тихоокеанський франк ( XPF ),+689,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Flag_of_French_Polynesia.svg/125px-Flag_of_French_Polynesia.svg.png
Сен-Мартен,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BD-%D0%9C%D0%B0%D1%80%D1%82%D0%B5%D0%BD_(%D0%A4%D1%80%D0%B0%D0%BD%D1%86%D1%96%D1%8F),Маріго  18°05′ пн. ш. 63°03′ зх. д. country H  G  O,Французька,Невідомо,Євро ( EUR ),+590,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/St_Martin_Coat.png/100px-St_Martin_Coat.png
Сен-П'єр і Мікелон,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BD-%D0%9F%27%D1%94%D1%80_%D1%96_%D0%9C%D1%96%D0%BA%D0%B5%D0%BB%D0%BE%D0%BD,Сен-П'єр,французька,Невідомо,Євро ( EUR ),+508,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Flag_of_Saint-Pierre_and_Miquelon.svg/125px-Flag_of_Saint-Pierre_and_Miquelon.svg.png
Аланди,https://uk.wikipedia.org/wiki/%D0%90%D0%BB%D0%B0%D0%BD%D0%B4%D1%81%D1%8C%D0%BA%D1%96_%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8,Марієгамн,шведська,Невідомо,Євро ( EUR ),+358 18,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Flag_of_%C3%85land.svg/125px-Flag_of_%C3%85land.svg.png
Канарські Острови,https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BD%D0%B0%D1%80%D1%81%D1%8C%D0%BA%D1%96_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Coat_of_Arms_of_the_Canary_Islands.svg/120px-Coat_of_Arms_of_the_Canary_Islands.svg.png
Волліс і Футуна,https://uk.wikipedia.org/wiki/%D0%92%D0%BE%D0%BB%D0%BB%D1%96%D1%81_%D1%96_%D0%A4%D1%83%D1%82%D1%83%D0%BD%D0%B0,Мата-Уту,французька,Невідомо,Французький тихоокеанський франк ( XPF ),+681,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Flag_of_Wallis_and_Futuna.svg/125px-Flag_of_Wallis_and_Futuna.svg.png
Пуерто-Рико,https://uk.wikipedia.org/wiki/%D0%9F%D1%83%D0%B5%D1%80%D1%82%D0%BE-%D0%A0%D0%B8%D0%BA%D0%BE,Сан-Хуан,"іспанська мова , англійська мова",Невідомо,Долар США ( USD ),"+1-787, +1-939",https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Flag_of_Puerto_Rico.svg/125px-Flag_of_Puerto_Rico.svg.png
Зовнішні малі острови США,https://uk.wikipedia.org/wiki/%D0%97%D0%BE%D0%B2%D0%BD%D1%96%D1%88%D0%BD%D1%96_%D0%BC%D0%B0%D0%BB%D1%96_%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8_%D0%A1%D0%A8%D0%90,,англійська,Невідомо,Долар США ( USD ),Невідомо,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Flag_of_the_United_States.svg/125px-Flag_of_the_United_States.svg.png
Гуам,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D0%B0%D0%BC,Хагатна,"англійська , чаморро",Невідомо,Долар США ( USD ),++1-671,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Flag_of_Guam.svg/125px-Flag_of_Guam.svg.png
Північні Маріани,https://uk.wikipedia.org/wiki/%D0%9F%D1%96%D0%B2%D0%BD%D1%96%D1%87%D0%BD%D1%96_%D0%9C%D0%B0%D1%80%D1%96%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D1%96_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8,Капітолій (острів Сайпан ),"англійська , чаморро",Невідомо,долар США ( Класифікація валют (ISO 4217) ),+1 670,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Flag_of_the_Northern_Mariana_Islands.svg/125px-Flag_of_the_Northern_Mariana_Islands.svg.png
Ян-Маєн,https://uk.wikipedia.org/wiki/%D0%AF%D0%BD-%D0%9C%D0%B0%D1%94%D0%BD,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо,Невідомо
Американське Самоа,https://uk.wikipedia.org/wiki/%D0%90%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D0%B5_%D0%A1%D0%B0%D0%BC%D0%BE%D0%B0,Паго-Паго,"самоанська , англійська",Невідомо,долар США ( USD ),+1 684,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Flag_of_American_Samoa.svg/250px-Flag_of_American_Samoa.svg.png
Острів Петра I,https://uk.wikipedia.org/wiki/%D0%9E%D1%81%D1%82%D1%80%D1%96%D0%B2_%D0%9F%D0%B5%D1%82%D1%80%D0%B0_I,68°50′ пд. ш. 90°35′ зх. д.,немає,Невідомо,Невідомо,Невідомо,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/125px-Flag_of_Norway.svg.png
Острів Буве,https://uk.wikipedia.org/wiki/%D0%91%D1%83%D0%B2%D0%B5,54°25′ пд. ш. 3°22′ сх. д.,немає,Невідомо,Невідомо,Невідомо,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/125px-Flag_of_Norway.svg.png
Земля Королеви Мод,https://uk.wikipedia.org/wiki/%D0%97%D0%B5%D0%BC%D0%BB%D1%8F_%D0%9A%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D0%B8_%D0%9C%D0%BE%D0%B4,,немає,Невідомо,Невідомо,Невідомо,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/125px-Flag_of_Norway.svg.png
Свальбард,https://uk.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B0%D0%BB%D1%8C%D0%B1%D0%B0%D1%80%D0%B4,Лонг'їр,норвезька,Невідомо,Норвезька крона ( NOK ),+47,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/125px-Flag_of_Norway.svg.png
Токелау,https://uk.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BA%D0%B5%D0%BB%D0%B0%D1%83,Атафу,мова Токелау англійська  самоанська 1,Невідомо,Новозеландський долар ( NZD ),+690,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Flag_of_Tokelau.svg/250px-Flag_of_Tokelau.svg.png
Американські Віргіни,https://uk.wikipedia.org/wiki/%D0%90%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D1%8C%D0%BA%D1%96_%D0%92%D1%96%D1%80%D0%B3%D1%96%D0%BD%D1%81%D1%8C%D0%BA%D1%96_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8,Шарлотта-Амалія,англійська мова,Невідомо,Долар США ( USD ),Невідомо,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Flag_of_the_United_States_Virgin_Islands.svg/125px-Flag_of_the_United_States_Virgin_Islands.svg.png
Територія Росса,https://uk.wikipedia.org/wiki/%D0%A2%D0%B5%D1%80%D0%B8%D1%82%D0%BE%D1%80%D1%96%D1%8F_%D0%A0%D0%BE%D1%81%D1%81%D0%B0,Скотт Мак-Мердо,англійська,Невідомо,Невідомо,+64-2409,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/125px-Flag_of_New_Zealand.svg.png
Острови Кука,https://uk.wikipedia.org/wiki/%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8_%D0%9A%D1%83%D0%BA%D0%B0,Аваруа,маорі о-вів Кука англійська 1,Невідомо,Новозеландський долар ( NZD ),+682,https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Flag_of_the_Cook_Islands.svg/125px-Flag_of_the_Cook_Islands.svg.png
Кюрасао,https://uk.wikipedia.org/wiki/%D0%9A%D1%8E%D1%80%D0%B0%D1%81%D0%B0%D0%BE,Віллемстад,"Нідерландська , Пап'яменто , й англійська",Невідомо,Гульден Нідерландських Антильських островів ( ANG ),+ +599,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Flag_of_Cura%C3%A7ao.svg/125px-Flag_of_Cura%C3%A7ao.svg.png
Фарери,https://uk.wikipedia.org/wiki/%D0%A4%D0%B0%D1%80%D0%B5%D1%80%D1%81%D1%8C%D0%BA%D1%96_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8,Торсгавн  62°00′ пн. ш. 06°47′ зх. д. country H  G  O,"данська , фарерська",Невідомо,Фарерська крона ( DKK ),+298,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Flag_of_the_Faroe_Islands.svg/250px-Flag_of_the_Faroe_Islands.svg.png
Сінт-Мартен,https://uk.wikipedia.org/wiki/%D0%A1%D1%96%D0%BD%D1%82-%D0%9C%D0%B0%D1%80%D1%82%D0%B5%D0%BD,Філіпсбург,"нідерландська , англійська",Невідомо,Нідерландський антильський гульден ( ANG ),+599,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Flag_of_Sint_Maarten.svg/125px-Flag_of_Sint_Maarten.svg.png
Ніуе,https://uk.wikipedia.org/wiki/%D0%9D%D1%96%D1%83%D0%B5,Алофі,"Англійська , ніуе",від Нової Зеландії,"Новозеландський долар , Долар Ніуе ( NZD )",+683,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_Niue.svg/125px-Flag_of_Niue.svg.png
Гренландія,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B5%D0%BD%D0%BB%D0%B0%D0%BD%D0%B4%D1%96%D1%8F,Нуук,Гренландська,Невідомо,Данська крона ( DKK ),+299,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Flag_of_Greenland.svg/125px-Flag_of_Greenland.svg.png
Аруба,https://uk.wikipedia.org/wiki/%D0%90%D1%80%D1%83%D0%B1%D0%B0,Ораньєстад,"нідерландська мова , пап'яменто [ 1 ]",Невідомо,Арубський флорін ( AWG ),+297,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Flag_of_Aruba.svg/125px-Flag_of_Aruba.svg.png
Фолкленди,https://uk.wikipedia.org/wiki/%D0%A4%D0%BE%D0%BB%D0%BA%D0%BB%D0%B5%D0%BD%D0%B4%D1%81%D1%8C%D0%BA%D1%96_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8,Порт-Стенлі,англійська,Невідомо,Фолклендський фунт  [b] ( FKP ),+500,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Flag_of_the_Falkland_Islands.svg/250px-Flag_of_the_Falkland_Islands.svg.png
Теркс і Кайкос,https://uk.wikipedia.org/wiki/%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8_%D0%A2%D0%B5%D1%80%D0%BA%D1%81_%D1%96_%D0%9A%D0%B0%D0%B9%D0%BA%D0%BE%D1%81,Кокберн-Таун  21°28′ пн. ш. 71°08′ зх. д. country H  G  O,англійська мова,Невідомо,Долар США ( USD ),+1-649,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_the_Turks_and_Caicos_Islands.svg/125px-Flag_of_the_Turks_and_Caicos_Islands.svg.png
Кайманові Острови,https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B9%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2%D1%96_%D0%9E%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B8,Джорджтаун  19°20′ пн. ш. 81°24′ зх. д. country H  G  O,Англійська,від Ямайки,Долар Кайманових Островів ( KYD ),+1 345,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Flag_of_the_Cayman_Islands.svg/125px-Flag_of_the_Cayman_Islands.svg.png
Піткерн,https://uk.wikipedia.org/wiki/%D0%9F%D1%96%D1%82%D0%BA%D0%B5%D1%80%D0%BD,Адамстаун,"піткернська , англійська",Невідомо,Новозеландський долар ( Класифікація валют (ISO 4217) ),+64,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Flag_of_the_Pitcairn_Islands.svg/125px-Flag_of_the_Pitcairn_Islands.svg.png
Монтсеррат,https://uk.wikipedia.org/wiki/%D0%9C%D0%BE%D0%BD%D1%82%D1%81%D0%B5%D1%80%D1%80%D0%B0%D1%82,Плімут 1 (Де-юре) Брейдс (Де-факто),англійська,Невідомо,східнокарибський долар ( XCD ),Невідомо,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Flag_of_Montserrat.svg/125px-Flag_of_Montserrat.svg.png
Джерсі,https://uk.wikipedia.org/wiki/%D0%94%D0%B6%D0%B5%D1%80%D1%81%D1%96,Сент-Гелієр,англійська ; французька ; нормандська ( джерсійський діалект ),Невідомо,"Фунт стерлінгів , Джерсійський фунт ( GBP;JEP )",+44-1534,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Flag_of_Jersey.svg/125px-Flag_of_Jersey.svg.png
